original,revised,aligned,id
"It follows the Late Middle Ages period , and is markeed by the first European colonies , the rise of strong centralized governments , and the beginnings of recognizable nation states that are the direct antecedents of today 's states in what is called Modern times .","It follows the Late Middle Ages period , and is marked by the first European colonies , the rise of strong centralized governments , and the beginnings of recognizable nation-states that are the direct antecedents of today 's states in what is called Modern times .","It follows the Late Middle Ages period , and is {markeed=>marked} by the first European colonies , the rise of strong centralized governments , and the beginnings of recognizable {nation states=>nation-states} that are the direct antecedents of today 's states in what is called Modern times .",wiki_test_308
"Khaydarov started his professional carrer at FK Khiva in 1984 , in club he spent two seasons .","Khaydarov started his professional career at FK Khiva in 1984 , where he spent two seasons .","Khaydarov started his professional {carrer=>career} at FK Khiva in 1984 , {in club=>where} he spent two seasons .",wiki_dev_838
"Wendy expressess an innocent adoration for Peter as soon as they meet , and is honest to herself and company throughout the entire book , play or movie .","Wendy expresses an innocent adoration for Peter as soon as they meet , and is honest to herself and company throughout the entire book , play , or movie .","Wendy {expressess=>expresses} an innocent adoration for Peter as soon as they meet , and is honest to herself and company throughout the entire book , play {=>,} or movie .",wiki_dev_853
"A number of European families , mostly of women and children from Neemuch , were given refuge , in the Jag Mandir palace .","A number of European families , mostly of women and children from Neemuch , were given refuge in the Jag Mandir Palace .","A number of European families , mostly of women and children from Neemuch , were given refuge {,=>} in the Jag Mandir {palace=>Palace} .",wiki_dev_801
"The "" Myth and ritual school "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of myths .","The "" Myth and Ritual School "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of myths. ""","The "" Myth and {ritual school=>Ritual School} "" is the name given to a series of authors that have focused their philological studies on the "" ritual purposes of {myths .=>myths. ""}",wiki_test_329
"Bourne is next seen on a train travelling from France to Switzerland , with the device containing the information regarding the Swiss bank account in his hand .","Bourne is next seen on a train , traveling from France to Switzerland , with the device containing the information regarding the Swiss bank account in his hand .","Bourne is next seen on a train {travelling=>, traveling} from France to Switzerland , with the device containing the information regarding the Swiss bank account in his hand .",wiki_dev_176
The opening time starts from 7.30 AM. till late at night when the theatre is closed .,It is open from 7 : 30 AM until late at night when the theater closes .,{The opening time starts=>It is open} from {7.30 AM. till=>7 : 30 AM until} late at night when the {theatre is closed=>theater closes} .,fce_dev_141
"In your letter you mentioned that I could choose between sleeping in tents or log cabin , and I would like to sleep in a log cabin please .","In your letter , you mentioned that I could choose between sleeping in a tent or log cabin . I would like to sleep in a log cabin please .","In your letter {=>,} you mentioned that I could choose between sleeping in {tents=>a tent} or log cabin {, and=>.} I would like to sleep in a log cabin please .",fce_dev_625
"For K < 18 , an efficient design of experiments exists for this type of model , a Box-Behnken design , augmented with positive and negative axial points of length roughly sqrt ( 2K / 3 ) , plus point ( s ) at the origin .","For K < 18 , an efficient design of experiments exists for this type of model , a Box-Behnken design , augmented with positive and negative axial points of length roughly the sqrt ( 2K / 3 ) , plus point ( s ) at the origin .","For K < 18 , an efficient design of experiments exists for this type of model , a Box-Behnken design , augmented with positive and negative axial points of length roughly {=>the} sqrt ( 2K / 3 ) , plus point ( s ) at the origin .",wiki_dev_229
Ginyu questions Kuririn and learns that he was not able to actually use the Dragon Balls before Gohan shouts out that it 's not actually Goku .,"Ginyu questions Kuririn and learns that he was not able to actually use the Dragon Balls , before Gohan shouts out that it 's not actually Goku .","Ginyu questions Kuririn and learns that he was not able to actually use the Dragon Balls {=>,} before Gohan shouts out that it 's not actually Goku .",wiki_test_692
"The Pea offers to Roscuro that if he lets her go , she will treat him with some soup , to which Roscuro agress .","The Pea offers Roscuro that , if he lets her go , she will treat him to some soup , to which Roscuro agrees .","The Pea offers {to=>} Roscuro that {=>,} if he lets her go , she will treat him {with=>to} some soup , to which Roscuro {agress=>agrees} .",wiki_test_895
"In my opinion , we can have a great time there , and entrence is free of charge for students , what is very important as well .","In my opinion , we can have a great time there , and the entrance is free of charge for students , which is very important as well .","In my opinion , we can have a great time there , and {entrence=>the entrance} is free of charge for students , {what=>which} is very important as well .",fce_dev_722
"The role and standing of women in the Victorian Era is constantly debated by Brontë throughout Jane Eyre , specifically in regards to Jane 's independence and ability to make decisions for herself .","The role and standing of women in the Victorian Era is constantly debated by Brontë throughout "" Jane Eyre , "" specifically in regards to Jane 's independence and ability to make decisions for herself .","The role and standing of women in the Victorian Era is constantly debated by Brontë throughout {=>""} Jane Eyre , {=>""} specifically in regards to Jane 's independence and ability to make decisions for herself .",wiki_test_539
